Label (Grouping),Alabama!!Total!!Estimate,Alabama!!Total!!Margin of Error,Alabama!!Median income (dollars)!!Estimate,Alabama!!Median income (dollars)!!Margin of Error,Alaska!!Total!!Estimate,Alaska!!Total!!Margin of Error,Alaska!!Median income (dollars)!!Estimate,Alaska!!Median income (dollars)!!Margin of Error,Arizona!!Total!!Estimate,Arizona!!Total!!Margin of Error,Arizona!!Median income (dollars)!!Estimate,Arizona!!Median income (dollars)!!Margin of Error,Arkansas!!Total!!Estimate,Arkansas!!Total!!Margin of Error,Arkansas!!Median income (dollars)!!Estimate,Arkansas!!Median income (dollars)!!Margin of Error,California!!Total!!Estimate,California!!Total!!Margin of Error,California!!Median income (dollars)!!Estimate,California!!Median income (dollars)!!Margin of Error,Colorado!!Total!!Estimate,Colorado!!Total!!Margin of Error,Colorado!!Median income (dollars)!!Estimate,Colorado!!Median income (dollars)!!Margin of Error,Connecticut!!Total!!Estimate,Connecticut!!Total!!Margin of Error,Connecticut!!Median income (dollars)!!Estimate,Connecticut!!Median income (dollars)!!Margin of Error,Delaware!!Total!!Estimate,Delaware!!Total!!Margin of Error,Delaware!!Median income (dollars)!!Estimate,Delaware!!Median income (dollars)!!Margin of Error,District of Columbia!!Total!!Estimate,District of Columbia!!Total!!Margin of Error,District of Columbia!!Median income (dollars)!!Estimate,District of Columbia!!Median income (dollars)!!Margin of Error,Florida!!Total!!Estimate,Florida!!Total!!Margin of Error,Florida!!Median income (dollars)!!Estimate,Florida!!Median income (dollars)!!Margin of Error,Georgia!!Total!!Estimate,Georgia!!Total!!Margin of Error,Georgia!!Median income (dollars)!!Estimate,Georgia!!Median income (dollars)!!Margin of Error,Hawaii!!Total!!Estimate,Hawaii!!Total!!Margin of Error,Hawaii!!Median income (dollars)!!Estimate,Hawaii!!Median income (dollars)!!Margin of Error,Idaho!!Total!!Estimate,Idaho!!Total!!Margin of Error,Idaho!!Median income (dollars)!!Estimate,Idaho!!Median income (dollars)!!Margin of Error,Illinois!!Total!!Estimate,Illinois!!Total!!Margin of Error,Illinois!!Median income (dollars)!!Estimate,Illinois!!Median income (dollars)!!Margin of Error,Indiana!!Total!!Estimate,Indiana!!Total!!Margin of Error,Indiana!!Median income (dollars)!!Estimate,Indiana!!Median income (dollars)!!Margin of Error,Iowa!!Total!!Estimate,Iowa!!Total!!Margin of Error,Iowa!!Median income (dollars)!!Estimate,Iowa!!Median income (dollars)!!Margin of Error,Kansas!!Total!!Estimate,Kansas!!Total!!Margin of Error,Kansas!!Median income (dollars)!!Estimate,Kansas!!Median income (dollars)!!Margin of Error,Kentucky!!Total!!Estimate,Kentucky!!Total!!Margin of Error,Kentucky!!Median income (dollars)!!Estimate,Kentucky!!Median income (dollars)!!Margin of Error,Louisiana!!Total!!Estimate,Louisiana!!Total!!Margin of Error,Louisiana!!Median income (dollars)!!Estimate,Louisiana!!Median income (dollars)!!Margin of Error,Maine!!Total!!Estimate,Maine!!Total!!Margin of Error,Maine!!Median income (dollars)!!Estimate,Maine!!Median income (dollars)!!Margin of Error,Maryland!!Total!!Estimate,Maryland!!Total!!Margin of Error,Maryland!!Median income (dollars)!!Estimate,Maryland!!Median income (dollars)!!Margin of Error,Massachusetts!!Total!!Estimate,Massachusetts!!Total!!Margin of Error,Massachusetts!!Median income (dollars)!!Estimate,Massachusetts!!Median income (dollars)!!Margin of Error,Michigan!!Total!!Estimate,Michigan!!Total!!Margin of Error,Michigan!!Median income (dollars)!!Estimate,Michigan!!Median income (dollars)!!Margin of Error,Minnesota!!Total!!Estimate,Minnesota!!Total!!Margin of Error,Minnesota!!Median income (dollars)!!Estimate,Minnesota!!Median income (dollars)!!Margin of Error,Mississippi!!Total!!Estimate,Mississippi!!Total!!Margin of Error,Mississippi!!Median income (dollars)!!Estimate,Mississippi!!Median income (dollars)!!Margin of Error,Missouri!!Total!!Estimate,Missouri!!Total!!Margin of Error,Missouri!!Median income (dollars)!!Estimate,Missouri!!Median income (dollars)!!Margin of Error,Montana!!Total!!Estimate,Montana!!Total!!Margin of Error,Montana!!Median income (dollars)!!Estimate,Montana!!Median income (dollars)!!Margin of Error,Nebraska!!Total!!Estimate,Nebraska!!Total!!Margin of Error,Nebraska!!Median income (dollars)!!Estimate,Nebraska!!Median income (dollars)!!Margin of Error,Nevada!!Total!!Estimate,Nevada!!Total!!Margin of Error,Nevada!!Median income (dollars)!!Estimate,Nevada!!Median income (dollars)!!Margin of Error,New Hampshire!!Total!!Estimate,New Hampshire!!Total!!Margin of Error,New Hampshire!!Median income (dollars)!!Estimate,New Hampshire!!Median income (dollars)!!Margin of Error,New Jersey!!Total!!Estimate,New Jersey!!Total!!Margin of Error,New Jersey!!Median income (dollars)!!Estimate,New Jersey!!Median income (dollars)!!Margin of Error,New Mexico!!Total!!Estimate,New Mexico!!Total!!Margin of Error,New Mexico!!Median income (dollars)!!Estimate,New Mexico!!Median income (dollars)!!Margin of Error,New York!!Total!!Estimate,New York!!Total!!Margin of Error,New York!!Median income (dollars)!!Estimate,New York!!Median income (dollars)!!Margin of Error,North Carolina!!Total!!Estimate,North Carolina!!Total!!Margin of Error,North Carolina!!Median income (dollars)!!Estimate,North Carolina!!Median income (dollars)!!Margin of Error,North Dakota!!Total!!Estimate,North Dakota!!Total!!Margin of Error,North Dakota!!Median income (dollars)!!Estimate,North Dakota!!Median income (dollars)!!Margin of Error,Ohio!!Total!!Estimate,Ohio!!Total!!Margin of Error,Ohio!!Median income (dollars)!!Estimate,Ohio!!Median income (dollars)!!Margin of Error,Oklahoma!!Total!!Estimate,Oklahoma!!Total!!Margin of Error,Oklahoma!!Median income (dollars)!!Estimate,Oklahoma!!Median income (dollars)!!Margin of Error,Oregon!!Total!!Estimate,Oregon!!Total!!Margin of Error,Oregon!!Median income (dollars)!!Estimate,Oregon!!Median income (dollars)!!Margin of Error,Pennsylvania!!Total!!Estimate,Pennsylvania!!Total!!Margin of Error,Pennsylvania!!Median income (dollars)!!Estimate,Pennsylvania!!Median income (dollars)!!Margin of Error,Rhode Island!!Total!!Estimate,Rhode Island!!Total!!Margin of Error,Rhode Island!!Median income (dollars)!!Estimate,Rhode Island!!Median income (dollars)!!Margin of Error,South Carolina!!Total!!Estimate,South Carolina!!Total!!Margin of Error,South Carolina!!Median income (dollars)!!Estimate,South Carolina!!Median income (dollars)!!Margin of Error,South Dakota!!Total!!Estimate,South Dakota!!Total!!Margin of Error,South Dakota!!Median income (dollars)!!Estimate,South Dakota!!Median income (dollars)!!Margin of Error,Tennessee!!Total!!Estimate,Tennessee!!Total!!Margin of Error,Tennessee!!Median income (dollars)!!Estimate,Tennessee!!Median income (dollars)!!Margin of Error,Texas!!Total!!Estimate,Texas!!Total!!Margin of Error,Texas!!Median income (dollars)!!Estimate,Texas!!Median income (dollars)!!Margin of Error,Utah!!Total!!Estimate,Utah!!Total!!Margin of Error,Utah!!Median income (dollars)!!Estimate,Utah!!Median income (dollars)!!Margin of Error,Vermont!!Total!!Estimate,Vermont!!Total!!Margin of Error,Vermont!!Median income (dollars)!!Estimate,Vermont!!Median income (dollars)!!Margin of Error,Virginia!!Total!!Estimate,Virginia!!Total!!Margin of Error,Virginia!!Median income (dollars)!!Estimate,Virginia!!Median income (dollars)!!Margin of Error,Washington!!Total!!Estimate,Washington!!Total!!Margin of Error,Washington!!Median income (dollars)!!Estimate,Washington!!Median income (dollars)!!Margin of Error,West Virginia!!Total!!Estimate,West Virginia!!Total!!Margin of Error,West Virginia!!Median income (dollars)!!Estimate,West Virginia!!Median income (dollars)!!Margin of Error,Wisconsin!!Total!!Estimate,Wisconsin!!Total!!Margin of Error,Wisconsin!!Median income (dollars)!!Estimate,Wisconsin!!Median income (dollars)!!Margin of Error,Wyoming!!Total!!Estimate,Wyoming!!Total!!Margin of Error,Wyoming!!Median income (dollars)!!Estimate,Wyoming!!Median income (dollars)!!Margin of Error,Puerto Rico!!Total!!Estimate,Puerto Rico!!Total!!Margin of Error,Puerto Rico!!Median income (dollars)!!Estimate,Puerto Rico!!Median income (dollars)!!Margin of Error
HOUSEHOLD INCOME BY RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Households,"1,851,061","±5,444","44,758",±314,"250,235","±1,399","74,444",±809,"2,448,919","±7,179","51,340",±231,"1,141,480","±3,883","42,336",±234,"12,807,387","±18,852","63,783",±188,"2,051,616","±4,112","62,520",±287,"1,354,713","±3,509","71,755",±473,"348,051","±1,568","61,017",±723,"276,546","±1,294","72,935","±1,164","7,393,262","±22,885","48,900",±200,"3,611,706","±10,039","51,037",±182,"452,030","±1,944","71,977",±663,"596,107","±2,347","49,174",±425,"4,802,124","±9,992","59,196",±236,"2,513,828","±7,023","50,433",±195,"1,242,641","±3,378","54,570",±300,"1,115,858","±3,981","53,571",±305,"1,718,217","±4,613","44,811",±312,"1,731,398","±5,025","45,652",±316,"551,109","±1,988","50,826",±425,"2,177,492","±5,012","76,067",±423,"2,558,889","±5,087","70,954",±343,"3,860,394","±7,938","50,803",±162,"2,135,310","±5,896","63,217",±225,"1,098,803","±3,985","40,528",±258,"2,372,362","±6,141","49,593",±259,"412,653","±1,666","48,380",±532,"741,581","±2,349","54,384",±314,"1,030,701","±3,828","53,094",±378,"521,373","±2,113","68,485",±579,"3,195,014","±6,205","73,702",±377,"762,551","±2,748","45,674",±350,"7,266,187","±12,415","60,741",±209,"3,815,392","±9,701","48,256",±229,"305,163","±1,843","59,114",±853,"4,601,449","±10,577","50,674",±157,"1,461,500","±3,382","48,038",±247,"1,545,745","±4,059","53,270",±327,"4,961,929","±11,212","54,895",±185,"410,240","±1,914","58,387",±712,"1,839,041","±4,955","46,898",±307,"333,536","±1,661","52,078",±508,"2,522,204","±6,684","46,574",±206,"9,289,554","±15,575","54,727",±165,"918,367","±2,610","62,518",±349,"257,107","±1,081","56,104",±793,"3,090,178","±7,622","66,149",±285,"2,696,606","±6,024","62,848",±343,"739,397","±2,753","42,644",±410,"2,310,246","±4,656","54,610",±201,"226,985","±1,680","59,143",±896,"1,237,180","±3,604","19,606",±168
    One race--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
        White,70.70%,±0.1,"51,345",±262,74.20%,±0.4,"81,971","±1,045",82.70%,±0.1,"53,286",±314,80.10%,±0.2,"45,920",±319,66.60%,±0.1,"66,879",±238,87.50%,±0.1,"64,928",±314,80.90%,±0.2,"77,878",±595,73.40%,±0.3,"65,009",±825,45.20%,±0.4,"119,564","±2,402",80.40%,±0.1,"51,444",±168,63.00%,±0.1,"58,214",±312,33.30%,±0.3,"71,340","±1,277",93.70%,±0.2,"49,748",±467,76.20%,±0.1,"64,147",±229,86.30%,±0.1,"52,934",±252,93.40%,±0.1,"55,761",±293,87.90%,±0.1,"55,565",±311,89.20%,±0.1,"46,402",±318,65.90%,±0.1,"55,752",±491,96.40%,±0.1,"51,269",±424,61.10%,±0.1,"84,817",±546,83.10%,±0.1,"75,387",±356,81.50%,±0.1,"54,331",±207,88.80%,±0.1,"65,864",±252,62.10%,±0.2,"50,276",±397,84.60%,±0.1,"52,248",±228,92.40%,±0.2,"49,939",±507,90.70%,±0.2,"56,509",±361,73.60%,±0.2,"56,156",±437,95.30%,±0.2,"68,819",±558,72.10%,±0.1,"79,683",±460,78.10%,±0.3,"48,712",±450,69.30%,±0.1,"67,994",±301,72.60%,±0.1,"53,464",±252,91.50%,±0.2,"61,387",±681,83.80%,±0.1,"54,249",±199,77.30%,±0.1,"51,237",±217,88.80%,±0.1,"54,119",±344,84.70%,±0.1,"58,461",±213,85.10%,±0.3,"62,486",±682,70.40%,±0.1,"54,000",±380,90.20%,±0.2,"54,658",±599,80.20%,±0.1,"49,961",±243,76.50%,±0.1,"57,888",±221,90.30%,±0.2,"64,267",±357,96.40%,±0.1,"56,508",±800,72.60%,±0.1,"71,220",±330,82.20%,±0.1,"64,293",±357,94.70%,±0.1,"43,080",±413,89.60%,±0.1,"57,148",±205,93.70%,±0.3,"60,320",±761,69.10%,±0.3,"20,275",±217
        Black or African American,25.80%,±0.1,"30,180",±312,3.30%,±0.2,"53,800","±4,163",4.10%,±0.1,"39,991",±978,15.00%,±0.1,"28,004",±750,6.40%,±0.1,"44,192",±499,3.70%,±0.1,"44,366","±1,067",9.60%,±0.1,"43,732",±999,19.90%,±0.3,"47,450","±1,560",45.00%,±0.4,"40,560",±924,13.70%,±0.1,"35,722",±318,30.30%,±0.1,"37,887",±397,2.10%,±0.1,"66,009","±5,985",0.50%,±0.1,"41,690","±7,819",13.80%,±0.1,"34,404",±472,9.00%,±0.1,"31,171",±390,2.80%,±0.1,"29,802","±1,408",5.70%,±0.1,"33,887","±1,272",7.80%,±0.1,"30,418",±601,30.20%,±0.1,"28,095",±394,0.80%,±0.1,"27,794","±5,516",29.20%,±0.1,"60,593",±516,6.30%,±0.1,"44,117","±1,261",13.40%,±0.1,"30,732",±351,4.70%,±0.1,"30,703",±721,35.40%,±0.2,"27,174",±379,11.20%,±0.1,"32,923",±594,0.30%,±0.1,"28,863","±3,509",4.40%,±0.1,"30,577","±1,305",8.50%,±0.1,"37,435","±1,081",1.00%,±0.1,"50,362","±5,908",13.20%,±0.1,"47,299",±633,1.90%,±0.1,"41,306","±1,659",14.70%,±0.1,"42,483",±386,20.90%,±0.1,"34,040",±295,1.70%,±0.1,"28,474","±2,768",12.30%,±0.1,"29,033",±312,7.30%,±0.1,"31,200",±615,1.60%,±0.1,"32,062","±2,808",10.00%,±0.1,"33,645",±507,5.70%,±0.1,"37,046","±2,155",26.00%,±0.1,"31,030",±323,1.30%,±0.1,"35,916","±7,392",16.00%,±0.1,"33,293",±556,12.50%,±0.1,"40,750",±258,1.00%,±0.1,"40,622","±4,145",0.70%,±0.1,"42,935","±12,295",18.70%,±0.1,"45,374",±440,3.40%,±0.1,"44,438","±1,391",3.10%,±0.1,"31,119","±2,503",5.50%,±0.1,"27,979",±800,0.90%,±0.1,"44,079","±7,352",9.80%,±0.1,"19,001",±458
        American Indian and Alaska Native,0.50%,±0.1,"45,214","±4,748",11.30%,±0.3,"46,222","±1,983",3.30%,±0.1,"32,267",±905,0.60%,±0.1,"35,885","±3,769",0.70%,±0.1,"46,894","±1,406",0.80%,±0.1,"40,784","±1,352",0.20%,±0.1,"44,952","±6,384",0.40%,±0.1,"45,170","±7,767",0.30%,±0.1,"51,306","±26,917",0.30%,±0.1,"43,040","±3,126",0.30%,±0.1,"36,149","±2,507",0.20%,±0.1,"31,860","±6,993",1.10%,±0.1,"37,036","±3,464",0.20%,±0.1,"41,214","±2,652",0.20%,±0.1,"38,220","±3,267",0.30%,±0.1,"29,672","±5,621",0.80%,±0.1,"40,171","±4,006",0.20%,±0.1,"32,357","±6,108",0.50%,±0.1,"41,929","±4,295",0.60%,±0.1,"27,579","±5,485",0.30%,±0.1,"59,889","±7,769",0.20%,±0.1,"37,917","±5,422",0.50%,±0.1,"39,926","±1,904",0.90%,±0.1,"34,863","±1,429",0.40%,±0.1,"32,003","±4,293",0.40%,±0.1,"34,171","±3,841",4.50%,±0.1,"29,837","±1,396",0.70%,±0.1,"29,603","±3,680",1.10%,±0.1,"41,468","±2,739",0.20%,±0.1,"48,036","±4,890",0.20%,±0.1,"41,793","±4,409",6.90%,±0.1,"31,377",±825,0.40%,±0.1,"39,230","±2,458",1.10%,±0.1,"34,176","±1,715",3.70%,±0.1,"33,122","±3,256",0.20%,±0.1,"32,415","±2,754",6.40%,±0.1,"39,761",±768,1.00%,±0.1,"36,781","±3,150",0.20%,±0.1,"35,101","±4,144",0.50%,±0.1,"26,764","±6,450",0.30%,±0.1,"37,110","±4,689",5.50%,±0.1,"25,959","±1,270",0.30%,±0.1,"39,430","±3,044",0.50%,±0.1,"47,805","±1,662",0.90%,±0.1,"37,536","±3,676",0.30%,±0.1,"36,645","±10,292",0.30%,±0.1,"57,000","±3,646",1.10%,±0.1,"41,351","±1,454",0.20%,±0.1,"23,712","±4,611",0.80%,±0.1,"38,083","±1,458",1.50%,±0.1,"46,144","±6,850",0.30%,±0.1,"19,478","±2,043"
        Asian,1.00%,±0.1,"59,063","±4,031",4.20%,±0.2,"67,362","±4,488",2.70%,±0.1,"68,360","±1,833",1.10%,±0.1,"62,860","±3,136",13.10%,±0.1,"81,899",±366,2.50%,±0.1,"67,601","±2,261",3.60%,±0.1,"91,606","±2,097",3.20%,±0.1,"87,520","±6,403",3.80%,±0.2,"91,453","±4,719",2.20%,±0.1,"63,391","±1,003",3.10%,±0.1,"69,946","±1,764",39.60%,±0.3,"76,774","±1,047",1.10%,±0.1,"53,443","±4,727",4.40%,±0.1,"79,406","±1,461",1.60%,±0.1,"54,282","±2,728",1.70%,±0.1,"56,508","±3,425",2.20%,±0.1,"61,022","±2,696",1.00%,±0.1,"61,215","±1,769",1.40%,±0.1,"54,579","±3,828",0.80%,±0.1,"53,723","±6,337",5.20%,±0.1,"96,981","±2,055",5.10%,±0.1,"82,020","±1,635",2.30%,±0.1,"76,370","±1,799",3.20%,±0.1,"69,647","±1,469",0.80%,±0.1,"53,833","±4,065",1.50%,±0.1,"62,232","±2,448",0.60%,±0.1,"50,125","±7,039",1.60%,±0.1,"49,595","±3,312",6.90%,±0.1,"61,775",±996,2.00%,±0.1,"77,799","±4,628",7.90%,±0.1,"106,785","±1,297",1.20%,±0.1,"60,458","±3,831",6.80%,±0.1,"65,353",±860,2.00%,±0.1,"72,173","±1,985",1.00%,±0.1,"53,884","±19,134",1.60%,±0.1,"69,184","±1,958",1.60%,±0.1,"54,937","±2,110",3.40%,±0.1,"68,694","±2,131",2.50%,±0.1,"66,318","±1,500",2.50%,±0.1,"62,256","±7,749",1.20%,±0.1,"58,446","±2,946",0.90%,±0.1,"47,000","±4,588",1.30%,±0.1,"66,821","±2,276",4.00%,±0.1,"78,580","±1,166",2.10%,±0.1,"63,283","±2,873",1.00%,±0.1,"53,801","±5,810",4.90%,±0.1,"96,617","±1,291",6.80%,±0.1,"78,778","±1,671",0.70%,±0.1,"60,814","±4,743",1.80%,±0.1,"60,488","±1,923",0.70%,±0.1,"45,049","±8,502",0.30%,±0.1,"15,356","±2,688"
        Native Hawaiian and Other Pacific Islander,0.00%,±0.1,"49,943","±15,505",0.80%,±0.1,"49,375","±9,456",0.10%,±0.1,"49,481","±6,452",0.10%,±0.1,"32,500","±19,873",0.30%,±0.1,"63,938","±2,674",0.10%,±0.1,"55,765","±5,294",0.00%,±0.1,"50,577","±13,642",0.00%,±0.1,"51,250","±50,988",0.00%,±0.1,-,**,0.00%,±0.1,"52,017","±6,749",0.00%,±0.1,"35,068","±7,635",8.00%,±0.2,"58,180","±2,160",0.10%,±0.1,"42,083","±9,870",0.00%,±0.1,"61,111","±14,123",0.00%,±0.1,"39,222","±12,053",0.10%,±0.1,"46,862","±8,521",0.00%,±0.1,"44,706","±19,470",0.00%,±0.1,"41,681","±17,440",0.00%,±0.1,"62,857","±19,445",0.00%,±0.1,-,**,0.00%,±0.1,"71,841","±11,846",0.00%,±0.1,"71,607","±26,213",0.00%,±0.1,"47,076","±9,758",0.00%,±0.1,"52,500","±31,218",0.00%,±0.1,"42,000","±32,493",0.10%,±0.1,"42,679","±15,653",0.00%,±0.1,-,**,0.10%,±0.1,"45,532","±9,946",0.50%,±0.1,"45,986","±3,705",0.00%,±0.1,"121,250","±55,783",0.00%,±0.1,"55,592","±21,745",0.10%,±0.1,"45,949","±5,339",0.00%,±0.1,"46,514","±14,630",0.10%,±0.1,"38,373","±9,014",0.00%,±0.1,-,**,0.00%,±0.1,"37,250","±17,968",0.10%,±0.1,"43,429","±3,433",0.30%,±0.1,"40,333","±6,409",0.00%,±0.1,"38,094","±9,408",0.00%,±0.1,"49,675","±46,830",0.00%,±0.1,"34,031","±5,068",0.00%,±0.1,"53,500","±18,857",0.00%,±0.1,"42,563","±6,610",0.10%,±0.1,"54,565","±4,253",0.60%,±0.1,"54,732","±7,038",0.00%,±0.1,-,**,0.10%,±0.1,"79,837","±11,205",0.40%,±0.1,"52,652","±4,601",0.00%,±0.1,"35,259","±17,646",0.00%,±0.1,"33,542","±4,043",0.00%,±0.1,-,**,0.00%,±0.1,-,**
        Some other race,0.80%,±0.1,"33,676","±3,131",1.00%,±0.1,"57,929","±7,684",5.10%,±0.1,"38,994",±965,1.50%,±0.1,"35,279","±1,907",9.80%,±0.1,"46,692",±246,3.20%,±0.1,"41,141","±1,118",3.90%,±0.1,"37,379","±1,390",1.60%,±0.2,"40,058","±5,268",3.30%,±0.2,"48,047","±4,402",1.90%,±0.1,"41,155",±713,1.90%,±0.1,"36,965",±830,0.80%,±0.1,"48,967","±2,807",1.90%,±0.1,"38,507","±2,622",4.00%,±0.1,"46,391",±780,1.60%,±0.1,"37,565","±1,325",0.90%,±0.1,"42,258","±2,626",1.60%,±0.1,"41,508","±1,607",0.50%,±0.1,"34,057","±2,732",0.90%,±0.1,"38,721","±2,155",0.10%,±0.1,"54,205","±14,366",2.30%,±0.1,"60,477","±1,348",3.40%,±0.1,"35,169","±1,149",0.80%,±0.1,"38,461","±1,739",1.00%,±0.1,"41,103","±1,487",0.60%,±0.1,"35,596","±7,404",0.80%,±0.1,"32,539","±1,914",0.30%,±0.1,"37,445","±7,921",1.30%,±0.1,"42,700","±2,573",6.60%,±0.2,"42,392",±975,0.40%,±0.1,"45,922","±7,151",5.10%,±0.1,"44,841",±947,9.50%,±0.3,"34,196",±957,6.80%,±0.1,"36,771",±446,1.90%,±0.1,"33,945",±945,0.50%,±0.1,"57,701","±8,159",0.60%,±0.1,"36,044","±1,577",1.90%,±0.1,"38,126","±1,549",2.00%,±0.1,"42,017","±1,406",1.40%,±0.1,"32,053",±882,4.50%,±0.2,"32,810","±2,622",1.10%,±0.1,"35,228","±1,821",0.60%,±0.1,"38,352","±9,079",0.90%,±0.1,"33,071","±2,036",4.70%,±0.1,"41,056",±425,3.60%,±0.1,"42,524","±1,683",0.20%,±0.1,"63,011","±12,112",1.50%,±0.1,"53,233","±1,868",2.70%,±0.1,"44,024","±1,335",0.20%,±0.1,"41,066","±9,999",1.20%,±0.1,"36,905","±1,115",1.50%,±0.2,"41,192","±3,659",13.40%,±0.2,"16,973",±364
    Two or more races,1.20%,±0.1,"38,469","±2,401",5.20%,±0.3,"59,988","±3,421",2.00%,±0.1,"47,767","±1,655",1.60%,±0.1,"36,212","±2,612",3.10%,±0.1,"62,230",±640,2.20%,±0.1,"52,705","±1,434",1.70%,±0.1,"54,310","±2,627",1.50%,±0.1,"44,849","±9,173",2.30%,±0.2,"83,243","±6,679",1.60%,±0.1,"44,898",±979,1.40%,±0.1,"49,443","±1,662",16.00%,±0.3,"72,449","±1,868",1.60%,±0.1,"39,112","±4,073",1.30%,±0.1,"50,093","±1,485",1.20%,±0.1,"37,163","±1,718",1.00%,±0.1,"41,025","±3,209",1.80%,±0.1,"42,560","±2,254",1.10%,±0.1,"38,109","±2,527",1.10%,±0.1,"39,748","±2,122",1.30%,±0.1,"38,541","±3,083",1.90%,±0.1,"71,617","±2,319",1.80%,±0.1,"52,864","±2,202",1.60%,±0.1,"38,157","±1,551",1.40%,±0.1,"49,564","±1,915",0.70%,±0.1,"35,956","±2,514",1.40%,±0.1,"38,656","±1,533",1.80%,±0.1,"39,232","±2,739",1.20%,±0.1,"39,971","±3,211",2.80%,±0.1,"51,684","±1,761",1.10%,±0.1,"49,596","±6,837",1.60%,±0.1,"60,099","±2,633",2.30%,±0.1,"44,445","±2,809",1.90%,±0.1,"51,650","±1,116",1.40%,±0.1,"41,801","±1,451",1.50%,±0.1,"44,670","±5,525",1.40%,±0.1,"36,628","±1,099",5.50%,±0.1,"42,795",±936,2.90%,±0.1,"46,226","±1,672",1.20%,±0.1,"40,922","±1,108",1.70%,±0.1,"37,005","±6,096",1.10%,±0.1,"41,401","±1,926",1.40%,±0.1,"39,143","±2,935",1.30%,±0.1,"35,973","±1,549",1.80%,±0.1,"51,408",±977,1.40%,±0.1,"51,892","±3,411",1.30%,±0.1,"37,331","±8,640",1.90%,±0.1,"67,606","±2,572",3.30%,±0.1,"55,075","±1,543",1.10%,±0.1,"33,522","±3,059",1.10%,±0.1,"41,686","±1,353",1.70%,±0.2,"49,854","±5,493",7.10%,±0.1,"20,538",±576
