Label (Grouping),Alabama!!Total!!Estimate,Alabama!!Total!!Margin of Error,Alabama!!Median income (dollars)!!Estimate,Alabama!!Median income (dollars)!!Margin of Error,Alaska!!Total!!Estimate,Alaska!!Total!!Margin of Error,Alaska!!Median income (dollars)!!Estimate,Alaska!!Median income (dollars)!!Margin of Error,Arizona!!Total!!Estimate,Arizona!!Total!!Margin of Error,Arizona!!Median income (dollars)!!Estimate,Arizona!!Median income (dollars)!!Margin of Error,Arkansas!!Total!!Estimate,Arkansas!!Total!!Margin of Error,Arkansas!!Median income (dollars)!!Estimate,Arkansas!!Median income (dollars)!!Margin of Error,California!!Total!!Estimate,California!!Total!!Margin of Error,California!!Median income (dollars)!!Estimate,California!!Median income (dollars)!!Margin of Error,Colorado!!Total!!Estimate,Colorado!!Total!!Margin of Error,Colorado!!Median income (dollars)!!Estimate,Colorado!!Median income (dollars)!!Margin of Error,Connecticut!!Total!!Estimate,Connecticut!!Total!!Margin of Error,Connecticut!!Median income (dollars)!!Estimate,Connecticut!!Median income (dollars)!!Margin of Error,Delaware!!Total!!Estimate,Delaware!!Total!!Margin of Error,Delaware!!Median income (dollars)!!Estimate,Delaware!!Median income (dollars)!!Margin of Error,District of Columbia!!Total!!Estimate,District of Columbia!!Total!!Margin of Error,District of Columbia!!Median income (dollars)!!Estimate,District of Columbia!!Median income (dollars)!!Margin of Error,Florida!!Total!!Estimate,Florida!!Total!!Margin of Error,Florida!!Median income (dollars)!!Estimate,Florida!!Median income (dollars)!!Margin of Error,Georgia!!Total!!Estimate,Georgia!!Total!!Margin of Error,Georgia!!Median income (dollars)!!Estimate,Georgia!!Median income (dollars)!!Margin of Error,Hawaii!!Total!!Estimate,Hawaii!!Total!!Margin of Error,Hawaii!!Median income (dollars)!!Estimate,Hawaii!!Median income (dollars)!!Margin of Error,Idaho!!Total!!Estimate,Idaho!!Total!!Margin of Error,Idaho!!Median income (dollars)!!Estimate,Idaho!!Median income (dollars)!!Margin of Error,Illinois!!Total!!Estimate,Illinois!!Total!!Margin of Error,Illinois!!Median income (dollars)!!Estimate,Illinois!!Median income (dollars)!!Margin of Error,Indiana!!Total!!Estimate,Indiana!!Total!!Margin of Error,Indiana!!Median income (dollars)!!Estimate,Indiana!!Median income (dollars)!!Margin of Error,Iowa!!Total!!Estimate,Iowa!!Total!!Margin of Error,Iowa!!Median income (dollars)!!Estimate,Iowa!!Median income (dollars)!!Margin of Error,Kansas!!Total!!Estimate,Kansas!!Total!!Margin of Error,Kansas!!Median income (dollars)!!Estimate,Kansas!!Median income (dollars)!!Margin of Error,Kentucky!!Total!!Estimate,Kentucky!!Total!!Margin of Error,Kentucky!!Median income (dollars)!!Estimate,Kentucky!!Median income (dollars)!!Margin of Error,Louisiana!!Total!!Estimate,Louisiana!!Total!!Margin of Error,Louisiana!!Median income (dollars)!!Estimate,Louisiana!!Median income (dollars)!!Margin of Error,Maine!!Total!!Estimate,Maine!!Total!!Margin of Error,Maine!!Median income (dollars)!!Estimate,Maine!!Median income (dollars)!!Margin of Error,Maryland!!Total!!Estimate,Maryland!!Total!!Margin of Error,Maryland!!Median income (dollars)!!Estimate,Maryland!!Median income (dollars)!!Margin of Error,Massachusetts!!Total!!Estimate,Massachusetts!!Total!!Margin of Error,Massachusetts!!Median income (dollars)!!Estimate,Massachusetts!!Median income (dollars)!!Margin of Error,Michigan!!Total!!Estimate,Michigan!!Total!!Margin of Error,Michigan!!Median income (dollars)!!Estimate,Michigan!!Median income (dollars)!!Margin of Error,Minnesota!!Total!!Estimate,Minnesota!!Total!!Margin of Error,Minnesota!!Median income (dollars)!!Estimate,Minnesota!!Median income (dollars)!!Margin of Error,Mississippi!!Total!!Estimate,Mississippi!!Total!!Margin of Error,Mississippi!!Median income (dollars)!!Estimate,Mississippi!!Median income (dollars)!!Margin of Error,Missouri!!Total!!Estimate,Missouri!!Total!!Margin of Error,Missouri!!Median income (dollars)!!Estimate,Missouri!!Median income (dollars)!!Margin of Error,Montana!!Total!!Estimate,Montana!!Total!!Margin of Error,Montana!!Median income (dollars)!!Estimate,Montana!!Median income (dollars)!!Margin of Error,Nebraska!!Total!!Estimate,Nebraska!!Total!!Margin of Error,Nebraska!!Median income (dollars)!!Estimate,Nebraska!!Median income (dollars)!!Margin of Error,Nevada!!Total!!Estimate,Nevada!!Total!!Margin of Error,Nevada!!Median income (dollars)!!Estimate,Nevada!!Median income (dollars)!!Margin of Error,New Hampshire!!Total!!Estimate,New Hampshire!!Total!!Margin of Error,New Hampshire!!Median income (dollars)!!Estimate,New Hampshire!!Median income (dollars)!!Margin of Error,New Jersey!!Total!!Estimate,New Jersey!!Total!!Margin of Error,New Jersey!!Median income (dollars)!!Estimate,New Jersey!!Median income (dollars)!!Margin of Error,New Mexico!!Total!!Estimate,New Mexico!!Total!!Margin of Error,New Mexico!!Median income (dollars)!!Estimate,New Mexico!!Median income (dollars)!!Margin of Error,New York!!Total!!Estimate,New York!!Total!!Margin of Error,New York!!Median income (dollars)!!Estimate,New York!!Median income (dollars)!!Margin of Error,North Carolina!!Total!!Estimate,North Carolina!!Total!!Margin of Error,North Carolina!!Median income (dollars)!!Estimate,North Carolina!!Median income (dollars)!!Margin of Error,North Dakota!!Total!!Estimate,North Dakota!!Total!!Margin of Error,North Dakota!!Median income (dollars)!!Estimate,North Dakota!!Median income (dollars)!!Margin of Error,Ohio!!Total!!Estimate,Ohio!!Total!!Margin of Error,Ohio!!Median income (dollars)!!Estimate,Ohio!!Median income (dollars)!!Margin of Error,Oklahoma!!Total!!Estimate,Oklahoma!!Total!!Margin of Error,Oklahoma!!Median income (dollars)!!Estimate,Oklahoma!!Median income (dollars)!!Margin of Error,Oregon!!Total!!Estimate,Oregon!!Total!!Margin of Error,Oregon!!Median income (dollars)!!Estimate,Oregon!!Median income (dollars)!!Margin of Error,Pennsylvania!!Total!!Estimate,Pennsylvania!!Total!!Margin of Error,Pennsylvania!!Median income (dollars)!!Estimate,Pennsylvania!!Median income (dollars)!!Margin of Error,Rhode Island!!Total!!Estimate,Rhode Island!!Total!!Margin of Error,Rhode Island!!Median income (dollars)!!Estimate,Rhode Island!!Median income (dollars)!!Margin of Error,South Carolina!!Total!!Estimate,South Carolina!!Total!!Margin of Error,South Carolina!!Median income (dollars)!!Estimate,South Carolina!!Median income (dollars)!!Margin of Error,South Dakota!!Total!!Estimate,South Dakota!!Total!!Margin of Error,South Dakota!!Median income (dollars)!!Estimate,South Dakota!!Median income (dollars)!!Margin of Error,Tennessee!!Total!!Estimate,Tennessee!!Total!!Margin of Error,Tennessee!!Median income (dollars)!!Estimate,Tennessee!!Median income (dollars)!!Margin of Error,Texas!!Total!!Estimate,Texas!!Total!!Margin of Error,Texas!!Median income (dollars)!!Estimate,Texas!!Median income (dollars)!!Margin of Error,Utah!!Total!!Estimate,Utah!!Total!!Margin of Error,Utah!!Median income (dollars)!!Estimate,Utah!!Median income (dollars)!!Margin of Error,Vermont!!Total!!Estimate,Vermont!!Total!!Margin of Error,Vermont!!Median income (dollars)!!Estimate,Vermont!!Median income (dollars)!!Margin of Error,Virginia!!Total!!Estimate,Virginia!!Total!!Margin of Error,Virginia!!Median income (dollars)!!Estimate,Virginia!!Median income (dollars)!!Margin of Error,Washington!!Total!!Estimate,Washington!!Total!!Margin of Error,Washington!!Median income (dollars)!!Estimate,Washington!!Median income (dollars)!!Margin of Error,West Virginia!!Total!!Estimate,West Virginia!!Total!!Margin of Error,West Virginia!!Median income (dollars)!!Estimate,West Virginia!!Median income (dollars)!!Margin of Error,Wisconsin!!Total!!Estimate,Wisconsin!!Total!!Margin of Error,Wisconsin!!Median income (dollars)!!Estimate,Wisconsin!!Median income (dollars)!!Margin of Error,Wyoming!!Total!!Estimate,Wyoming!!Total!!Margin of Error,Wyoming!!Median income (dollars)!!Estimate,Wyoming!!Median income (dollars)!!Margin of Error,Puerto Rico!!Total!!Estimate,Puerto Rico!!Total!!Margin of Error,Puerto Rico!!Median income (dollars)!!Estimate,Puerto Rico!!Median income (dollars)!!Margin of Error
HOUSEHOLD INCOME BY RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Households,"1,821,210","±5,620","42,081",±183,"248,248","±1,590","66,521",±642,"2,326,468","±7,863","50,448",±217,"1,117,154","±4,134","39,267",±283,"12,392,852","±22,329","60,883",±150,"1,918,959","±5,137","56,456",±309,"1,359,218","±2,943","67,740",±381,"331,639","±1,553","57,599",±651,"257,317","±1,314","58,526",±982,"7,152,844","±25,315","47,661",±173,"3,468,704","±10,407","49,347",±240,"442,267","±1,869","66,420",±603,"570,283","±2,353","46,423",±367,"4,769,951","±10,573","55,735",±210,"2,465,402","±8,128","47,697",±197,"1,215,954","±3,695","48,872",±269,"1,101,672","±3,620","49,424",±307,"1,676,708","±5,778","41,576",±210,"1,641,165","±4,814","43,445",±264,"551,125","±2,028","46,933",±457,"2,121,047","±4,993","70,647",±262,"2,512,552","±5,217","64,509",±344,"3,843,997","±10,905","48,432",±168,"2,085,917","±5,466","57,243",±187,"1,081,052","±3,748","37,881",±333,"2,349,955","±6,352","46,262",±177,"401,328","±1,784","43,872",±408,"711,771","±2,613","49,342",±293,"979,621","±4,292","55,726",±395,"513,804","±1,978","63,277",±539,"3,176,069","±6,296","69,811",±309,"756,112","±2,759","43,820",±386,"7,205,740","±12,418","55,603",±178,"3,626,179","±9,539","45,570",±206,"276,642","±1,348","46,781",±452,"4,552,270","±11,259","47,358",±162,"1,421,705","±4,773","42,979",±265,"1,499,267","±3,846","49,260",±306,"4,940,581","±8,826","50,398",±158,"410,305","±1,765","54,902",±645,"1,741,994","±6,110","43,939",±271,"315,468","±1,738","46,369",±395,"2,443,475","±6,737","43,314",±190,"8,539,206","±17,705","49,646",±145,"859,158","±2,763","56,330",±330,"256,612","±1,197","51,841",±447,"2,974,481","±9,637","61,406",±235,"2,577,375","±5,947","57,244",±261,"740,874","±2,731","38,380",±329,"2,274,611","±10,182","51,598",±143,"217,688","±1,271","53,802",±688,"1,227,039","±3,433","18,791",±158
One race--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
    White,72.20%,±0.1,"48,204",±319,75.20%,±0.4,"72,955",±858,83.10%,±0.2,"52,197",±243,81.00%,±0.1,"42,456",±351,67.00%,±0.1,"63,933",±187,86.70%,±0.1,"59,005",±392,82.40%,±0.1,"72,889",±462,75.00%,±0.3,"61,633",±725,42.00%,±0.4,"97,402","±1,883",80.70%,±0.1,"50,316",±176,64.20%,±0.1,"56,595",±291,33.50%,±0.3,"67,496","±1,370",94.10%,±0.2,"47,056",±380,76.00%,±0.1,"60,433",±213,87.30%,±0.1,"50,093",±185,94.20%,±0.1,"49,911",±282,88.00%,±0.1,"51,209",±271,89.90%,±0.1,"42,845",±269,67.20%,±0.2,"52,018",±301,96.90%,±0.1,"47,412",±459,63.40%,±0.1,"77,493",±430,84.80%,±0.1,"67,890",±410,82.00%,±0.1,"51,499",±166,90.20%,±0.1,"59,396",±234,63.60%,±0.2,"47,414",±441,85.30%,±0.1,"48,777",±214,92.90%,±0.2,"44,928",±475,90.90%,±0.2,"50,904",±279,77.70%,±0.2,"57,567",±506,95.80%,±0.2,"63,340",±540,73.50%,±0.1,"75,126",±325,76.30%,±0.3,"46,362",±498,70.80%,±0.1,"61,796",±209,73.00%,±0.1,"51,111",±234,93.20%,±0.2,"48,419",±532,84.90%,±0.1,"50,462",±183,78.40%,±0.1,"45,992",±308,89.40%,±0.1,"50,093",±309,85.70%,±0.1,"53,023",±154,86.00%,±0.2,"58,923",±799,70.40%,±0.1,"51,141",±293,91.40%,±0.2,"48,257",±414,81.40%,±0.1,"46,023",±232,74.70%,±0.1,"53,286",±160,91.90%,±0.2,"57,494",±359,96.90%,±0.2,"52,147",±434,73.50%,±0.1,"66,357",±294,83.90%,±0.1,"58,899",±301,95.20%,±0.1,"38,853",±362,90.30%,±0.1,"53,598",±152,93.50%,±0.3,"54,797",±724,73.20%,±0.2,"19,175",±180
    Black or African American,24.70%,±0.1,"27,621",±369,3.30%,±0.2,"55,063","±4,772",3.60%,±0.1,"40,945","±1,218",14.60%,±0.1,"25,509",±484,6.60%,±0.1,"44,127",±434,3.80%,±0.1,"38,530","±1,428",8.90%,±0.1,"43,587","±1,102",19.30%,±0.2,"43,179",±963,49.80%,±0.4,"38,218","±1,195",13.30%,±0.1,"35,197",±290,29.40%,±0.1,"36,364",±347,1.80%,±0.1,"57,060","±5,715",0.50%,±0.1,"30,804","±6,474",13.90%,±0.1,"34,874",±405,8.60%,±0.1,"30,814",±454,2.30%,±0.1,"24,860","±1,198",5.50%,±0.1,"31,195",±931,7.50%,±0.1,"28,722",±673,29.10%,±0.1,"27,107",±299,0.70%,±0.1,"35,235","±6,289",28.20%,±0.1,"56,075",±429,5.80%,±0.1,"42,115","±1,270",13.30%,±0.1,"31,308",±271,4.20%,±0.1,"28,595",±956,34.10%,±0.2,"24,609",±382,10.90%,±0.1,"30,653",±469,0.20%,±0.1,"34,079","±10,278",4.10%,±0.1,"27,468","±1,624",7.90%,±0.1,"42,193","±1,195",0.90%,±0.1,"47,638","±7,137",13.10%,±0.1,"47,191",±589,1.90%,±0.1,"39,100","±3,452",14.70%,±0.1,"40,774",±305,20.70%,±0.1,"31,977",±254,1.00%,±0.1,"24,814","±6,562",11.90%,±0.1,"28,759",±369,7.00%,±0.1,"28,504",±764,1.60%,±0.1,"32,168","±2,324",9.70%,±0.1,"31,995",±355,5.10%,±0.2,"34,699","±2,436",26.30%,±0.1,"28,899",±359,0.80%,±0.1,"31,888","±4,742",15.40%,±0.1,"31,362",±327,12.10%,±0.1,"36,464",±345,0.90%,±0.1,"38,731","±4,584",0.60%,±0.1,"40,873","±5,407",18.70%,±0.1,"42,468",±378,3.30%,±0.1,"40,497","±1,059",2.90%,±0.1,"25,866","±1,469",5.30%,±0.1,"27,859",±767,0.70%,±0.1,"35,714","±12,313",7.90%,±0.1,"18,185",±523
    American Indian and Alaska Native,0.50%,±0.1,"35,112","±2,679",11.50%,±0.3,"42,582","±1,321",3.20%,±0.1,"32,181",±739,0.60%,±0.1,"39,379","±3,232",0.80%,±0.1,"45,491","±1,352",0.90%,±0.1,"38,031","±2,264",0.20%,±0.1,"50,271","±4,413",0.30%,±0.1,"36,285","±6,448",0.30%,±0.1,"65,938","±24,553",0.30%,±0.1,"41,145","±2,050",0.30%,±0.1,"43,884","±2,822",0.30%,±0.1,"42,703","±9,862",1.00%,±0.1,"35,319","±4,603",0.20%,±0.1,"45,983","±3,052",0.20%,±0.1,"35,923","±2,917",0.30%,±0.1,"32,257","±4,515",0.80%,±0.1,"38,517","±2,509",0.20%,±0.1,"27,306","±3,219",0.60%,±0.1,"38,758","±4,301",0.50%,±0.1,"21,923","±6,654",0.30%,±0.1,"54,961","±7,141",0.20%,±0.1,"31,514","±6,467",0.50%,±0.1,"37,314","±1,883",0.90%,±0.1,"31,033","±1,879",0.40%,±0.1,"37,194","±3,339",0.40%,±0.1,"34,845","±2,434",4.40%,±0.1,"28,561","±1,940",0.60%,±0.1,"26,932","±6,354",1.10%,±0.1,"45,869","±2,646",0.20%,±0.1,"53,571","±22,298",0.20%,±0.1,"45,283","±8,131",6.60%,±0.1,"32,479","±1,150",0.30%,±0.1,"37,173","±2,343",1.00%,±0.1,"30,736","±1,186",3.80%,±0.2,"25,255","±1,763",0.20%,±0.1,"36,549","±4,514",6.00%,±0.1,"36,133",±833,1.30%,±0.1,"36,700","±2,021",0.10%,±0.1,"34,156","±4,066",0.40%,±0.1,"31,455","±4,476",0.30%,±0.1,"34,443","±5,085",5.50%,±0.2,"23,565","±1,681",0.30%,±0.1,"29,610","±2,767",0.50%,±0.1,"43,504","±1,382",1.00%,±0.1,"34,068","±1,878",0.30%,±0.1,"40,372","±9,146",0.30%,±0.1,"49,234","±4,206",1.20%,±0.1,"40,269","±1,695",0.20%,±0.1,"30,571","±6,319",0.80%,±0.1,"35,349","±1,364",1.70%,±0.1,"40,696","±2,507",0.20%,±0.1,"17,336","±2,725"
    Asian,0.90%,±0.1,"51,845","±3,406",3.60%,±0.2,"64,752","±3,481",2.40%,±0.1,"63,140","±2,077",0.90%,±0.1,"45,556","±2,927",12.00%,±0.1,"74,527",±450,2.40%,±0.1,"57,630","±2,854",3.10%,±0.1,"80,893","±2,096",2.70%,±0.1,"86,426","±3,982",3.70%,±0.2,"72,628","±3,171",1.90%,±0.1,"57,818","±1,378",2.60%,±0.1,"62,460","±1,260",40.70%,±0.4,"69,610","±1,012",1.00%,±0.1,"42,837","±4,521",3.90%,±0.1,"72,492","±1,111",1.20%,±0.1,"52,078","±1,926",1.30%,±0.1,"52,345","±3,896",1.90%,±0.1,"57,315","±3,171",0.90%,±0.1,"59,735","±2,517",1.30%,±0.1,"51,318","±2,148",0.70%,±0.1,"44,034","±3,919",4.50%,±0.1,"87,555","±1,961",4.30%,±0.1,"71,704","±1,324",2.00%,±0.1,"70,525","±1,537",2.70%,±0.1,"60,371","±1,307",0.70%,±0.1,"44,359","±4,654",1.30%,±0.1,"56,587","±2,285",0.50%,±0.1,"34,732","±9,117",1.30%,±0.1,"54,847","±3,880",6.20%,±0.1,"60,944","±1,994",1.60%,±0.1,"73,495","±4,538",6.80%,±0.1,"98,932","±1,502",1.30%,±0.1,"52,368","±5,991",6.10%,±0.1,"59,997",±756,1.60%,±0.1,"59,843","±2,240",0.80%,±0.1,"37,269","±9,036",1.40%,±0.1,"63,906","±1,338",1.40%,±0.1,"50,303","±2,236",3.00%,±0.1,"59,136","±1,558",2.10%,±0.1,"60,471","±1,482",2.20%,±0.1,"53,357","±4,292",1.10%,±0.1,"50,349","±2,539",0.60%,±0.1,"46,892","±5,059",1.10%,±0.1,"60,268","±2,922",3.40%,±0.1,"64,673","±1,050",1.90%,±0.1,"54,627","±2,965",0.70%,±0.1,"39,671","±8,443",4.40%,±0.1,"83,569","±2,163",6.00%,±0.1,"66,251","±1,376",0.50%,±0.1,"51,208","±6,293",1.50%,±0.1,"53,994","±2,366",0.40%,±0.1,"49,861","±20,506",0.40%,±0.1,"17,632","±2,768"
    Native Hawaiian and Other Pacific Islander,0.00%,±0.1,"30,441","±10,020",0.50%,±0.1,"58,291","±10,367",0.10%,±0.1,"49,248","±5,751",0.10%,±0.1,"30,923","±9,706",0.30%,±0.1,"65,168","±1,846",0.10%,±0.1,"51,406","±6,085",0.00%,±0.1,"59,500","±36,451",0.10%,±0.1,"34,625","±10,910",0.10%,±0.1,"116,532","±43,155",0.00%,±0.1,"52,305","±7,307",0.00%,±0.1,"53,977","±14,444",7.40%,±0.2,"57,242","±3,126",0.10%,±0.1,"66,859","±4,928",0.00%,±0.1,"50,809","±16,913",0.00%,±0.1,"33,009","±11,724",0.00%,±0.1,"60,278","±71,415",0.10%,±0.1,"56,250","±18,342",0.00%,±0.1,"37,500","±13,463",0.00%,±0.1,"62,337","±48,181",0.00%,±0.1,"48,173","±33,569",0.00%,±0.1,"71,813","±8,953",0.00%,±0.1,"49,917","±43,007",0.00%,±0.1,"43,047","±18,214",0.00%,±0.1,"48,553","±9,213",0.00%,±0.1,"51,167","±32,536",0.10%,±0.1,"40,040","±9,532",0.00%,±0.1,"62,143","±21,853",0.00%,±0.1,"31,563","±17,458",0.50%,±0.1,"58,923","±5,024",0.00%,±0.1,"66,250","±57,890",0.00%,±0.1,"76,338","±6,809",0.10%,±0.1,"38,889","±13,979",0.00%,±0.1,"44,594","±9,620",0.00%,±0.1,"49,111","±8,138",0.10%,±0.1,"25,171","±6,119",0.00%,±0.1,"44,943","±11,981",0.10%,±0.1,"29,044","±12,697",0.20%,±0.1,"41,168","±5,741",0.00%,±0.1,"42,786","±6,262",0.00%,±0.1,"23,475","±40,638",0.00%,±0.1,"50,156","±31,843",0.00%,±0.1,"34,425","±31,623",0.00%,±0.1,"60,573","±27,673",0.10%,±0.1,"53,920","±3,262",0.60%,±0.1,"49,530","±5,295",0.00%,±0.1,"62,031","±76,425",0.10%,±0.1,"70,218","±24,533",0.40%,±0.1,"55,948","±3,431",0.00%,±0.1,"33,393","±16,656",0.00%,±0.1,"37,895","±14,317",0.00%,±0.1,"50,313","±48,471",0.00%,±0.1,"12,222","±11,631"
    Some other race,0.60%,±0.1,"35,735","±2,612",1.20%,±0.1,"53,983","±5,701",5.90%,±0.1,"40,782",±993,1.50%,±0.1,"31,144","±1,157",10.90%,±0.1,"46,613",±291,4.20%,±0.1,"39,315","±1,199",4.20%,±0.1,"35,678","±1,678",1.50%,±0.1,"42,581","±4,110",2.60%,±0.2,"43,263","±5,246",2.40%,±0.1,"41,983",±734,2.40%,±0.1,"36,344",±850,1.10%,±0.1,"50,933","±4,848",1.60%,±0.1,"39,202","±1,958",4.90%,±0.1,"45,323",±656,1.60%,±0.1,"36,930","±1,110",1.10%,±0.1,"38,392","±1,181",2.10%,±0.1,"36,661","±1,699",0.60%,±0.1,"33,105","±2,540",0.90%,±0.1,"40,593","±1,441",0.20%,±0.1,"38,341","±4,748",2.10%,±0.1,"57,919","±1,950",3.40%,±0.1,"32,238","±1,024",1.00%,±0.1,"37,419","±1,562",0.90%,±0.1,"41,291","±2,107",0.50%,±0.1,"37,418","±5,239",0.70%,±0.1,"35,774","±2,105",0.50%,±0.1,"36,101","±9,881",1.80%,±0.1,"39,323","±2,088",4.50%,±0.1,"48,772","±1,715",0.60%,±0.1,"44,407","±11,329",5.10%,±0.1,"44,972",±855,11.80%,±0.2,"37,449",±984,6.70%,±0.1,"35,965",±428,2.50%,±0.1,"32,068",±673,0.40%,±0.1,"37,691","±10,166",0.60%,±0.1,"34,723","±1,585",1.90%,±0.1,"34,347","±1,436",2.20%,±0.1,"38,253","±1,602",1.50%,±0.1,"30,347","±1,042",4.90%,±0.2,"31,153","±1,675",1.00%,±0.1,"35,409","±2,039",0.60%,±0.1,"34,007","±5,769",0.90%,±0.1,"34,909","±1,783",7.90%,±0.1,"36,224",±298,2.70%,±0.1,"41,330","±1,432",0.30%,±0.1,"49,613","±8,790",1.70%,±0.1,"56,323","±1,803",2.80%,±0.1,"38,750","±1,105",0.10%,±0.1,"36,771","±18,735",1.30%,±0.1,"36,755","±1,529",1.80%,±0.2,"40,853","±6,530",10.30%,±0.2,"16,994",±444
Two or more races,1.00%,±0.1,"34,728","±1,925",4.70%,±0.3,"52,943","±3,425",1.50%,±0.1,"45,061","±2,270",1.30%,±0.1,"30,172","±1,712",2.40%,±0.1,"57,908",±861,1.90%,±0.1,"45,716","±1,407",1.20%,±0.1,"51,051","±3,655",1.20%,±0.1,"49,576","±7,414",1.60%,±0.2,"58,438","±10,184",1.20%,±0.1,"43,199","±1,333",1.00%,±0.1,"45,525","±1,717",15.20%,±0.4,"63,426","±1,887",1.60%,±0.1,"36,445","±1,693",0.90%,±0.1,"48,767","±1,614",1.00%,±0.1,"37,978","±1,590",0.80%,±0.1,"33,476","±2,065",1.60%,±0.1,"38,567","±1,853",0.90%,±0.1,"28,609","±2,519",0.90%,±0.1,"39,240","±2,115",1.00%,±0.1,"29,092","±5,217",1.40%,±0.1,"65,310","±2,241",1.40%,±0.1,"46,045","±2,817",1.20%,±0.1,"37,110","±1,164",1.00%,±0.1,"44,955","±2,140",0.60%,±0.1,"34,579","±5,542",1.30%,±0.1,"36,516","±1,696",1.40%,±0.1,"34,104","±3,963",1.20%,±0.1,"32,410","±2,344",2.20%,±0.1,"51,789","±2,170",0.90%,±0.1,"55,188","±7,262",1.30%,±0.1,"60,272","±2,518",2.10%,±0.1,"38,522","±2,026",1.40%,±0.1,"44,959","±1,481",1.10%,±0.1,"37,281","±1,263",0.80%,±0.1,"28,717","±3,862",1.00%,±0.1,"35,611","±1,403",5.30%,±0.1,"35,132",±915,2.20%,±0.1,"40,512","±1,890",0.80%,±0.1,"37,375","±2,100",1.50%,±0.1,"38,262","±4,430",0.80%,±0.1,"40,550","±3,998",1.00%,±0.1,"31,883","±4,246",1.00%,±0.1,"35,189","±1,819",1.40%,±0.1,"44,996",±912,1.10%,±0.1,"46,890","±3,852",1.20%,±0.1,"40,691","±4,014",1.30%,±0.1,"58,010","±2,318",2.50%,±0.1,"49,912","±1,487",1.10%,±0.1,"30,715","±2,131",0.80%,±0.1,"40,146","±2,135",1.80%,±0.2,"38,246","±5,936",8.00%,±0.1,"18,354",±443
