Label (Grouping),Alabama!!Total!!Estimate,Alabama!!Total!!Margin of Error,Alabama!!Median income (dollars)!!Estimate,Alabama!!Median income (dollars)!!Margin of Error,Alaska!!Total!!Estimate,Alaska!!Total!!Margin of Error,Alaska!!Median income (dollars)!!Estimate,Alaska!!Median income (dollars)!!Margin of Error,Arizona!!Total!!Estimate,Arizona!!Total!!Margin of Error,Arizona!!Median income (dollars)!!Estimate,Arizona!!Median income (dollars)!!Margin of Error,Arkansas!!Total!!Estimate,Arkansas!!Total!!Margin of Error,Arkansas!!Median income (dollars)!!Estimate,Arkansas!!Median income (dollars)!!Margin of Error,California!!Total!!Estimate,California!!Total!!Margin of Error,California!!Median income (dollars)!!Estimate,California!!Median income (dollars)!!Margin of Error,Colorado!!Total!!Estimate,Colorado!!Total!!Margin of Error,Colorado!!Median income (dollars)!!Estimate,Colorado!!Median income (dollars)!!Margin of Error,Connecticut!!Total!!Estimate,Connecticut!!Total!!Margin of Error,Connecticut!!Median income (dollars)!!Estimate,Connecticut!!Median income (dollars)!!Margin of Error,Delaware!!Total!!Estimate,Delaware!!Total!!Margin of Error,Delaware!!Median income (dollars)!!Estimate,Delaware!!Median income (dollars)!!Margin of Error,District of Columbia!!Total!!Estimate,District of Columbia!!Total!!Margin of Error,District of Columbia!!Median income (dollars)!!Estimate,District of Columbia!!Median income (dollars)!!Margin of Error,Florida!!Total!!Estimate,Florida!!Total!!Margin of Error,Florida!!Median income (dollars)!!Estimate,Florida!!Median income (dollars)!!Margin of Error,Georgia!!Total!!Estimate,Georgia!!Total!!Margin of Error,Georgia!!Median income (dollars)!!Estimate,Georgia!!Median income (dollars)!!Margin of Error,Hawaii!!Total!!Estimate,Hawaii!!Total!!Margin of Error,Hawaii!!Median income (dollars)!!Estimate,Hawaii!!Median income (dollars)!!Margin of Error,Idaho!!Total!!Estimate,Idaho!!Total!!Margin of Error,Idaho!!Median income (dollars)!!Estimate,Idaho!!Median income (dollars)!!Margin of Error,Illinois!!Total!!Estimate,Illinois!!Total!!Margin of Error,Illinois!!Median income (dollars)!!Estimate,Illinois!!Median income (dollars)!!Margin of Error,Indiana!!Total!!Estimate,Indiana!!Total!!Margin of Error,Indiana!!Median income (dollars)!!Estimate,Indiana!!Median income (dollars)!!Margin of Error,Iowa!!Total!!Estimate,Iowa!!Total!!Margin of Error,Iowa!!Median income (dollars)!!Estimate,Iowa!!Median income (dollars)!!Margin of Error,Kansas!!Total!!Estimate,Kansas!!Total!!Margin of Error,Kansas!!Median income (dollars)!!Estimate,Kansas!!Median income (dollars)!!Margin of Error,Kentucky!!Total!!Estimate,Kentucky!!Total!!Margin of Error,Kentucky!!Median income (dollars)!!Estimate,Kentucky!!Median income (dollars)!!Margin of Error,Louisiana!!Total!!Estimate,Louisiana!!Total!!Margin of Error,Louisiana!!Median income (dollars)!!Estimate,Louisiana!!Median income (dollars)!!Margin of Error,Maine!!Total!!Estimate,Maine!!Total!!Margin of Error,Maine!!Median income (dollars)!!Estimate,Maine!!Median income (dollars)!!Margin of Error,Maryland!!Total!!Estimate,Maryland!!Total!!Margin of Error,Maryland!!Median income (dollars)!!Estimate,Maryland!!Median income (dollars)!!Margin of Error,Massachusetts!!Total!!Estimate,Massachusetts!!Total!!Margin of Error,Massachusetts!!Median income (dollars)!!Estimate,Massachusetts!!Median income (dollars)!!Margin of Error,Michigan!!Total!!Estimate,Michigan!!Total!!Margin of Error,Michigan!!Median income (dollars)!!Estimate,Michigan!!Median income (dollars)!!Margin of Error,Minnesota!!Total!!Estimate,Minnesota!!Total!!Margin of Error,Minnesota!!Median income (dollars)!!Estimate,Minnesota!!Median income (dollars)!!Margin of Error,Mississippi!!Total!!Estimate,Mississippi!!Total!!Margin of Error,Mississippi!!Median income (dollars)!!Estimate,Mississippi!!Median income (dollars)!!Margin of Error,Missouri!!Total!!Estimate,Missouri!!Total!!Margin of Error,Missouri!!Median income (dollars)!!Estimate,Missouri!!Median income (dollars)!!Margin of Error,Montana!!Total!!Estimate,Montana!!Total!!Margin of Error,Montana!!Median income (dollars)!!Estimate,Montana!!Median income (dollars)!!Margin of Error,Nebraska!!Total!!Estimate,Nebraska!!Total!!Margin of Error,Nebraska!!Median income (dollars)!!Estimate,Nebraska!!Median income (dollars)!!Margin of Error,Nevada!!Total!!Estimate,Nevada!!Total!!Margin of Error,Nevada!!Median income (dollars)!!Estimate,Nevada!!Median income (dollars)!!Margin of Error,New Hampshire!!Total!!Estimate,New Hampshire!!Total!!Margin of Error,New Hampshire!!Median income (dollars)!!Estimate,New Hampshire!!Median income (dollars)!!Margin of Error,New Jersey!!Total!!Estimate,New Jersey!!Total!!Margin of Error,New Jersey!!Median income (dollars)!!Estimate,New Jersey!!Median income (dollars)!!Margin of Error,New Mexico!!Total!!Estimate,New Mexico!!Total!!Margin of Error,New Mexico!!Median income (dollars)!!Estimate,New Mexico!!Median income (dollars)!!Margin of Error,New York!!Total!!Estimate,New York!!Total!!Margin of Error,New York!!Median income (dollars)!!Estimate,New York!!Median income (dollars)!!Margin of Error,North Carolina!!Total!!Estimate,North Carolina!!Total!!Margin of Error,North Carolina!!Median income (dollars)!!Estimate,North Carolina!!Median income (dollars)!!Margin of Error,North Dakota!!Total!!Estimate,North Dakota!!Total!!Margin of Error,North Dakota!!Median income (dollars)!!Estimate,North Dakota!!Median income (dollars)!!Margin of Error,Ohio!!Total!!Estimate,Ohio!!Total!!Margin of Error,Ohio!!Median income (dollars)!!Estimate,Ohio!!Median income (dollars)!!Margin of Error,Oklahoma!!Total!!Estimate,Oklahoma!!Total!!Margin of Error,Oklahoma!!Median income (dollars)!!Estimate,Oklahoma!!Median income (dollars)!!Margin of Error,Oregon!!Total!!Estimate,Oregon!!Total!!Margin of Error,Oregon!!Median income (dollars)!!Estimate,Oregon!!Median income (dollars)!!Margin of Error,Pennsylvania!!Total!!Estimate,Pennsylvania!!Total!!Margin of Error,Pennsylvania!!Median income (dollars)!!Estimate,Pennsylvania!!Median income (dollars)!!Margin of Error,Rhode Island!!Total!!Estimate,Rhode Island!!Total!!Margin of Error,Rhode Island!!Median income (dollars)!!Estimate,Rhode Island!!Median income (dollars)!!Margin of Error,South Carolina!!Total!!Estimate,South Carolina!!Total!!Margin of Error,South Carolina!!Median income (dollars)!!Estimate,South Carolina!!Median income (dollars)!!Margin of Error,South Dakota!!Total!!Estimate,South Dakota!!Total!!Margin of Error,South Dakota!!Median income (dollars)!!Estimate,South Dakota!!Median income (dollars)!!Margin of Error,Tennessee!!Total!!Estimate,Tennessee!!Total!!Margin of Error,Tennessee!!Median income (dollars)!!Estimate,Tennessee!!Median income (dollars)!!Margin of Error,Texas!!Total!!Estimate,Texas!!Total!!Margin of Error,Texas!!Median income (dollars)!!Estimate,Texas!!Median income (dollars)!!Margin of Error,Utah!!Total!!Estimate,Utah!!Total!!Margin of Error,Utah!!Median income (dollars)!!Estimate,Utah!!Median income (dollars)!!Margin of Error,Vermont!!Total!!Estimate,Vermont!!Total!!Margin of Error,Vermont!!Median income (dollars)!!Estimate,Vermont!!Median income (dollars)!!Margin of Error,Virginia!!Total!!Estimate,Virginia!!Total!!Margin of Error,Virginia!!Median income (dollars)!!Estimate,Virginia!!Median income (dollars)!!Margin of Error,Washington!!Total!!Estimate,Washington!!Total!!Margin of Error,Washington!!Median income (dollars)!!Estimate,Washington!!Median income (dollars)!!Margin of Error,West Virginia!!Total!!Estimate,West Virginia!!Total!!Margin of Error,West Virginia!!Median income (dollars)!!Estimate,West Virginia!!Median income (dollars)!!Margin of Error,Wisconsin!!Total!!Estimate,Wisconsin!!Total!!Margin of Error,Wisconsin!!Median income (dollars)!!Estimate,Wisconsin!!Median income (dollars)!!Margin of Error,Wyoming!!Total!!Estimate,Wyoming!!Total!!Margin of Error,Wyoming!!Median income (dollars)!!Estimate,Wyoming!!Median income (dollars)!!Margin of Error,Puerto Rico!!Total!!Estimate,Puerto Rico!!Total!!Margin of Error,Puerto Rico!!Median income (dollars)!!Estimate,Puerto Rico!!Median income (dollars)!!Margin of Error
HOUSEHOLD INCOME BY RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Households,"1,837,576","±5,762","43,160",±237,"252,991","±1,316","69,917",±738,"2,357,158","±8,210","50,256",±235,"1,128,797","±4,114","40,531",±238,"12,466,331","±22,603","61,400",±154,"1,962,753","±5,257","58,244",±315,"1,360,184","±3,254","69,519",±414,"334,076","±1,667","60,119",±714,"261,192","±1,566","64,267",±977,"7,147,013","±25,266","47,309",±189,"3,508,477","±10,358","49,604",±201,"447,453","±1,918","67,492",±698,"577,648","±2,248","47,015",±441,"4,774,275","±11,692","56,853",±213,"2,478,846","±6,570","48,374",±204,"1,223,509","±3,819","51,129",±273,"1,109,391","±3,369","51,273",±259,"1,691,716","±5,160","42,610",±238,"1,696,499","±4,736","44,673",±254,"553,208","±1,937","48,219",±446,"2,138,806","±4,791","72,999",±344,"2,525,694","±5,174","66,658",±306,"3,818,931","±9,420","48,471",±188,"2,101,875","±4,843","59,126",±224,"1,087,791","±4,787","38,882",±290,"2,358,270","±6,239","47,333",±208,"405,508","±1,562","45,456",±512,"721,026","±2,566","51,381",±286,"992,896","±4,496","54,083",±349,"516,845","±1,886","64,925",±565,"3,186,878","±6,182","71,637",±324,"763,844","±2,469","44,886",±358,"7,230,896","±10,206","57,683",±214,"3,693,221","±10,521","46,450",±188,"282,667","±1,454","51,641",±609,"4,555,709","±12,250","48,246",±160,"1,439,292","±3,830","44,891",±237,"1,512,718","±4,455","50,036",±338,"4,959,633","±9,716","52,267",±157,"410,639","±1,840","56,102",±664,"1,768,255","±6,584","44,623",±253,"320,467","±1,449","49,091",±470,"2,468,841","±7,308","44,140",±230,"8,782,598","±17,197","51,563",±138,"880,873","±2,335","58,164",±350,"256,830","±1,395","54,168",±617,"3,006,219","±8,230","63,636",±250,"2,619,995","±5,330","59,374",±263,"742,674","±2,728","40,400",±328,"2,286,339","±8,155","52,627",±183,"221,479","±1,524","56,573",±981,"1,217,584","±3,157","19,515",±146
One race--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
    White,71.80%,±0.1,"49,618",±356,75.30%,±0.4,"76,515",±863,84.00%,±0.1,"51,975",±273,80.70%,±0.2,"43,752",±271,67.80%,±0.1,"64,213",±177,87.40%,±0.2,"60,630",±316,82.10%,±0.1,"75,126",±482,74.50%,±0.3,"64,341",±771,44.00%,±0.4,"105,255","±1,454",80.90%,±0.1,"50,042",±200,64.10%,±0.1,"56,831",±273,33.80%,±0.3,"68,015","±1,254",94.20%,±0.2,"47,596",±468,76.70%,±0.1,"61,578",±227,87.10%,±0.1,"50,806",±208,94.10%,±0.1,"52,137",±286,88.20%,±0.1,"53,006",±258,89.70%,±0.1,"44,050",±262,66.50%,±0.1,"54,127",±349,96.80%,±0.1,"48,706",±463,62.70%,±0.1,"81,036",±401,84.40%,±0.1,"70,535",±356,82.00%,±0.1,"51,767",±197,89.90%,±0.1,"61,349",±232,63.30%,±0.2,"48,288",±474,85.10%,±0.1,"50,077",±207,92.80%,±0.2,"46,805",±539,90.90%,±0.1,"53,199",±301,77.30%,±0.2,"55,947",±463,95.60%,±0.1,"65,124",±530,73.50%,±0.1,"76,868",±369,77.60%,±0.4,"47,625",±476,70.70%,±0.1,"64,108",±197,73.10%,±0.1,"51,902",±200,93.00%,±0.2,"53,323",±635,84.70%,±0.1,"51,545",±162,78.40%,±0.1,"48,027",±285,89.30%,±0.1,"50,832",±347,85.40%,±0.1,"55,073",±187,85.90%,±0.3,"60,225",±733,70.40%,±0.1,"51,830",±299,90.90%,±0.2,"51,226",±429,81.10%,±0.1,"46,941",±277,76.20%,±0.1,"54,726",±155,91.50%,±0.1,"59,541",±367,96.80%,±0.2,"54,546",±662,73.40%,±0.1,"68,751",±289,83.40%,±0.1,"61,015",±289,95.10%,±0.1,"40,866",±323,90.40%,±0.1,"54,653",±187,93.60%,±0.3,"57,781","±1,055",70.60%,±0.3,"19,974",±167
    Black or African American,25.00%,±0.1,"28,316",±413,3.30%,±0.1,"54,861","±4,520",3.90%,±0.1,"41,221","±1,375",14.80%,±0.1,"26,190",±372,6.60%,±0.1,"44,609",±404,3.80%,±0.1,"39,115","±1,680",9.20%,±0.1,"42,770","±1,147",19.70%,±0.2,"44,175","±1,449",47.80%,±0.4,"40,300",±876,13.50%,±0.1,"34,690",±340,29.60%,±0.1,"36,618",±354,1.90%,±0.1,"57,898","±4,729",0.40%,±0.1,"34,864","±3,324",13.90%,±0.1,"34,735",±382,8.60%,±0.1,"30,609",±499,2.40%,±0.1,"26,607",±959,5.60%,±0.1,"32,333",±891,7.70%,±0.1,"29,055",±711,29.70%,±0.1,"28,144",±387,0.70%,±0.1,"27,479","±3,415",28.70%,±0.1,"57,660",±504,6.00%,±0.1,"42,676",±960,13.30%,±0.1,"30,261",±292,4.30%,±0.1,"29,003",±857,34.40%,±0.2,"25,734",±367,11.00%,±0.1,"31,374",±496,0.30%,±0.1,"36,406","±24,594",4.20%,±0.1,"27,817","±1,440",8.00%,±0.1,"40,414","±1,237",0.90%,±0.1,"46,517","±4,907",13.10%,±0.1,"47,714",±655,2.00%,±0.1,"37,101","±3,235",14.70%,±0.1,"41,536",±346,20.80%,±0.1,"32,702",±324,1.00%,±0.1,"29,390","±3,278",12.00%,±0.1,"28,162",±382,7.00%,±0.1,"30,076",±700,1.60%,±0.1,"32,767","±2,907",9.90%,±0.1,"32,496",±393,5.30%,±0.2,"35,120","±2,296",26.20%,±0.1,"29,676",±432,1.00%,±0.1,"32,442","±2,412",15.40%,±0.1,"31,979",±405,12.20%,±0.1,"37,906",±357,0.90%,±0.1,"37,785","±4,350",0.60%,±0.1,"45,690","±8,478",18.70%,±0.1,"43,803",±463,3.40%,±0.1,"41,087","±1,075",2.80%,±0.1,"27,366","±2,033",5.30%,±0.1,"27,318",±715,0.70%,±0.1,"31,344","±4,799",8.30%,±0.2,"19,072",±495
    American Indian and Alaska Native,0.50%,±0.1,"38,274","±3,870",11.20%,±0.3,"45,172","±1,336",3.20%,±0.1,"32,143",±747,0.60%,±0.1,"40,056","±4,981",0.80%,±0.1,"44,909","±1,385",0.90%,±0.1,"37,181","±2,488",0.20%,±0.1,"45,959","±5,426",0.30%,±0.1,"41,375","±15,787",0.40%,±0.1,"60,173","±24,621",0.30%,±0.1,"39,159","±1,929",0.30%,±0.1,"40,253","±3,636",0.30%,±0.1,"44,974","±13,169",1.10%,±0.1,"37,167","±3,600",0.20%,±0.1,"46,201","±3,136",0.20%,±0.1,"36,928","±3,019",0.30%,±0.1,"29,484","±4,941",0.70%,±0.1,"39,417","±2,901",0.20%,±0.1,"30,560","±4,718",0.60%,±0.1,"40,744","±4,782",0.50%,±0.1,"28,419","±5,464",0.30%,±0.1,"58,558","±6,950",0.20%,±0.1,"34,583","±4,661",0.50%,±0.1,"37,378","±2,390",0.90%,±0.1,"30,538","±1,451",0.40%,±0.1,"38,178","±4,206",0.40%,±0.1,"37,594","±3,460",4.50%,±0.2,"29,759","±1,291",0.70%,±0.1,"27,329","±3,507",1.10%,±0.1,"44,490","±2,525",0.20%,±0.1,"42,614","±20,841",0.20%,±0.1,"41,943","±3,966",6.40%,±0.1,"33,913","±1,129",0.30%,±0.1,"38,732","±2,059",1.00%,±0.1,"30,945","±1,271",3.90%,±0.1,"28,691","±1,753",0.20%,±0.1,"33,980","±2,566",5.90%,±0.1,"38,021",±739,1.20%,±0.1,"37,258","±2,402",0.10%,±0.1,"33,830","±3,503",0.40%,±0.1,"30,466","±8,187",0.30%,±0.1,"32,673","±2,855",5.60%,±0.1,"24,129","±1,635",0.30%,±0.1,"33,097","±3,992",0.50%,±0.1,"45,458","±1,904",1.00%,±0.1,"32,931","±2,019",0.30%,±0.1,"36,141","±14,112",0.30%,±0.1,"48,765","±3,279",1.20%,±0.1,"41,662","±1,473",0.20%,±0.1,"26,944","±11,090",0.80%,±0.1,"36,197","±1,664",1.60%,±0.1,"40,344","±3,687",0.20%,±0.1,"17,274","±2,431"
    Asian,0.90%,±0.1,"53,768","±3,945",3.70%,±0.2,"64,109","±3,521",2.50%,±0.1,"65,904","±2,292",1.00%,±0.1,"49,905","±2,833",12.30%,±0.1,"76,337",±469,2.30%,±0.1,"64,197","±1,802",3.10%,±0.1,"85,729","±2,220",2.70%,±0.1,"90,185","±4,090",3.50%,±0.2,"81,316","±5,514",2.00%,±0.1,"59,979","±1,236",2.70%,±0.1,"62,709","±1,294",39.80%,±0.3,"71,638","±1,350",1.00%,±0.1,"45,830","±6,479",4.10%,±0.1,"75,230","±1,225",1.30%,±0.1,"52,348","±2,259",1.30%,±0.1,"57,596","±2,928",1.90%,±0.1,"59,033","±3,185",0.90%,±0.1,"63,646","±2,538",1.30%,±0.1,"52,114","±2,524",0.70%,±0.1,"50,154","±5,450",4.70%,±0.1,"91,209","±2,182",4.50%,±0.1,"75,255","±1,741",2.00%,±0.1,"72,194","±2,157",2.80%,±0.1,"64,093","±1,249",0.70%,±0.1,"49,193","±4,909",1.30%,±0.1,"61,507","±2,149",0.40%,±0.1,"40,089","±6,205",1.40%,±0.1,"53,135","±2,871",6.40%,±0.1,"62,217","±2,096",1.70%,±0.1,"78,145","±5,354",7.10%,±0.1,"102,138",±965,1.10%,±0.1,"56,100","±4,500",6.30%,±0.1,"61,710",±958,1.70%,±0.1,"63,958","±1,436",0.80%,±0.1,"42,169","±9,436",1.40%,±0.1,"67,517","±1,506",1.40%,±0.1,"52,882","±2,543",3.10%,±0.1,"60,487","±2,276",2.20%,±0.1,"63,627","±1,327",2.30%,±0.1,"56,203","±4,064",1.10%,±0.1,"54,282","±2,350",0.70%,±0.1,"48,630","±1,304",1.20%,±0.1,"65,058","±2,791",3.50%,±0.1,"70,090","±1,064",1.90%,±0.1,"57,627","±2,975",0.80%,±0.1,"45,313","±8,307",4.50%,±0.1,"89,847","±1,563",6.20%,±0.1,"70,148","±1,439",0.60%,±0.1,"60,156","±13,220",1.60%,±0.1,"54,858","±2,299",0.50%,±0.1,"46,205","±10,545",0.40%,±0.1,"17,163","±3,094"
    Native Hawaiian and Other Pacific Islander,0.00%,±0.1,"45,536","±23,561",0.60%,±0.1,"59,423","±5,275",0.10%,±0.1,"46,549","±3,158",0.10%,±0.1,"28,730","±8,247",0.30%,±0.1,"62,890","±2,366",0.10%,±0.1,"52,634","±4,576",0.00%,±0.1,"68,220","±28,931",0.00%,±0.1,"35,720","±25,363",0.00%,±0.1,"121,197","±32,335",0.00%,±0.1,"50,555","±6,925",0.00%,±0.1,"41,750","±15,854",7.50%,±0.2,"56,403","±2,569",0.10%,±0.1,"43,056","±31,640",0.00%,±0.1,"69,474","±16,028",0.00%,±0.1,"31,473","±28,341",0.00%,±0.1,"67,898","±34,517",0.10%,±0.1,"55,438","±22,376",0.00%,±0.1,"44,881","±14,065",0.00%,±0.1,"62,583","±21,760",0.00%,±0.1,"20,417","±78,115",0.00%,±0.1,"74,205","±17,039",0.00%,±0.1,"34,882","±15,079",0.00%,±0.1,"45,154","±18,444",0.00%,±0.1,"48,000","±14,906",0.00%,±0.1,"17,679","±17,986",0.10%,±0.1,"40,127","±5,389",0.00%,±0.1,"61,250","±32,420",0.10%,±0.1,"35,625","±18,054",0.50%,±0.1,"53,009","±5,110",0.00%,±0.1,"102,917","±92,690",0.00%,±0.1,"77,717","±18,268",0.10%,±0.1,"34,231","±27,019",0.00%,±0.1,"47,870","±10,009",0.00%,±0.1,"46,848","±12,323",0.00%,±0.1,"27,083","±71,718",0.00%,±0.1,"67,608","±18,311",0.10%,±0.1,"42,746","±4,426",0.30%,±0.1,"39,421","±2,697",0.00%,±0.1,"41,461","±6,517",0.00%,±0.1,"19,922","±36,432",0.00%,±0.1,"30,851","±3,699",0.00%,±0.1,"34,273","±3,870",0.00%,±0.1,"55,446","±19,629",0.10%,±0.1,"58,120","±4,274",0.60%,±0.1,"49,668","±6,709",0.00%,±0.1,"48,750","±49,720",0.10%,±0.1,"85,673","±20,678",0.40%,±0.1,"57,515","±3,939",0.00%,±0.1,"44,375","±40,414",0.00%,±0.1,"47,826","±12,578",0.00%,±0.1,"126,563","±106,421",0.00%,±0.1,-,**
    Some other race,0.70%,±0.1,"34,987","±3,389",1.00%,±0.1,"53,966","±6,168",4.70%,±0.1,"38,505","±1,133",1.40%,±0.1,"34,336","±1,813",9.60%,±0.1,"45,437",±277,3.50%,±0.1,"38,775","±1,171",3.90%,±0.1,"34,050","±1,468",1.50%,±0.2,"41,644","±4,901",2.40%,±0.2,"43,839","±7,235",1.90%,±0.1,"38,831",±942,2.10%,±0.1,"33,101","±1,072",1.00%,±0.1,"54,042","±4,339",1.50%,±0.1,"35,396","±2,662",4.10%,±0.1,"45,620",±672,1.60%,±0.1,"35,857","±1,106",1.00%,±0.1,"38,954","±2,130",1.80%,±0.1,"38,335","±1,504",0.60%,±0.1,"33,064","±2,329",0.80%,±0.1,"40,788","±1,500",0.10%,±0.1,"41,036","±16,103",2.00%,±0.1,"56,873","±1,713",3.30%,±0.1,"32,213",±867,0.80%,±0.1,"37,638","±1,291",0.90%,±0.1,"40,868","±3,111",0.50%,±0.1,"34,727","±5,869",0.70%,±0.1,"32,983","±2,254",0.40%,±0.1,"31,054","±1,943",1.60%,±0.1,"39,061","±2,177",4.30%,±0.1,"45,307","±1,325",0.50%,±0.1,"42,962","±2,922",4.50%,±0.1,"45,548","±1,141",10.70%,±0.3,"36,232","±1,196",6.30%,±0.1,"36,615",±510,2.10%,±0.1,"31,596",±623,0.40%,±0.1,"48,166","±5,081",0.60%,±0.1,"34,627","±1,913",1.70%,±0.1,"36,166","±1,193",2.30%,±0.1,"37,630","±1,091",1.40%,±0.1,"29,782","±1,190",4.60%,±0.2,"31,772","±1,981",1.00%,±0.1,"35,466","±2,190",0.60%,±0.1,"36,396","±6,949",0.90%,±0.1,"32,828","±2,497",6.00%,±0.1,"37,213",±355,2.70%,±0.1,"40,734","±1,682",0.20%,±0.1,"58,942","±13,258",1.50%,±0.1,"56,457","±1,931",2.60%,±0.1,"38,854",±958,0.10%,±0.1,"34,659","±17,321",1.00%,±0.1,"37,055","±1,427",1.80%,±0.2,"40,226","±3,293",9.40%,±0.2,"17,586",±449
Two or more races,1.00%,±0.1,"34,401","±2,025",4.90%,±0.3,"53,289","±3,816",1.60%,±0.1,"44,520","±1,817",1.40%,±0.1,"32,693","±2,112",2.70%,±0.1,"58,006",±964,2.00%,±0.1,"46,338","±1,979",1.40%,±0.1,"49,965","±2,807",1.30%,±0.1,"48,640","±5,972",1.80%,±0.2,"65,807","±9,214",1.30%,±0.1,"42,618","±1,144",1.10%,±0.1,"47,697","±1,961",15.70%,±0.3,"64,401","±1,986",1.60%,±0.1,"38,946","±2,206",1.10%,±0.1,"49,864","±1,856",1.10%,±0.1,"38,208","±1,980",0.90%,±0.1,"34,137","±3,898",1.70%,±0.1,"40,677","±1,899",1.00%,±0.1,"30,828","±2,584",1.00%,±0.1,"38,324","±2,043",1.10%,±0.1,"33,988","±2,998",1.50%,±0.1,"66,670","±2,035",1.70%,±0.1,"48,596","±2,360",1.30%,±0.1,"36,257","±1,247",1.10%,±0.1,"44,100","±3,053",0.70%,±0.1,"34,567","±4,345",1.40%,±0.1,"36,487","±1,636",1.50%,±0.1,"33,064","±3,509",1.20%,±0.1,"34,571","±3,204",2.40%,±0.1,"51,990","±2,428",1.10%,±0.1,"55,625","±7,534",1.50%,±0.1,"58,369","±2,833",2.10%,±0.1,"40,370","±2,254",1.70%,±0.1,"46,578","±1,464",1.20%,±0.1,"38,806","±1,526",0.80%,±0.1,"36,098","±7,824",1.10%,±0.1,"34,734","±1,675",5.50%,±0.1,"37,458",±928,2.30%,±0.1,"42,555","±1,660",1.00%,±0.1,"39,065","±1,547",1.50%,±0.1,"38,281","±2,744",0.90%,±0.1,"37,885","±2,205",1.00%,±0.1,"34,329","±4,152",1.10%,±0.1,"34,115","±1,393",1.50%,±0.1,"46,666","±1,112",1.30%,±0.1,"47,485","±3,206",1.20%,±0.1,"42,500","±4,361",1.50%,±0.1,"62,690","±2,302",2.80%,±0.1,"51,430","±1,222",1.20%,±0.1,"30,884","±2,454",0.90%,±0.1,"39,991","±2,009",1.80%,±0.2,"46,924","±4,157",11.10%,±0.2,"18,701",±504
